ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,current_pe,forward_pe,current_ps,current_pb,peg_ratio,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
GFAI,"Guardforce AI Co., Limited",2021-09-01 00:00:00-04:00,2021,3,9,158.39999389648438,138.0,166.0,130.0,46728,21821589,3456539564.4115906,3.4565395644115906,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2021-Q3
GFAI,"Guardforce AI Co., Limited",2021-10-01 00:00:00-04:00,2021,4,10,122.0,154.0,176.0,86.4000015258789,2888273,21821589,2662233858.0,2.662233858,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2021-Q4
GFAI,"Guardforce AI Co., Limited",2021-11-01 00:00:00-04:00,2021,4,11,69.5999984741211,115.19999694824219,116.4000015258789,56.0,1083164,21821589,1518782561.1028976,1.5187825611028976,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2021-Q4
GFAI,"Guardforce AI Co., Limited",2021-12-01 00:00:00-05:00,2021,4,12,43.20000076293945,62.79999923706055,75.19999694824219,40.400001525878906,293061,21821589,942692661.4485512,0.9426926614485511,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2021-Q4
GFAI,"Guardforce AI Co., Limited",2022-01-01 00:00:00-05:00,2022,1,1,29.200000762939453,43.20000076293945,86.4000015258789,27.200000762939453,4140637,21821589,637190415.4485512,0.6371904154485512,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2022-Q1
GFAI,"Guardforce AI Co., Limited",2022-02-01 00:00:00-05:00,2022,1,2,23.600000381469727,29.200000762939453,29.959999084472656,12.079999923706055,1740227,21821589,514989508.7242756,0.5149895087242756,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2022-Q1
GFAI,"Guardforce AI Co., Limited",2022-03-01 00:00:00-05:00,2022,1,3,61.599998474121094,26.440000534057617,69.19999694824219,16.399999618530273,12753612,21821589,1344209849.1028976,1.3442098491028975,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2022-Q1
GFAI,"Guardforce AI Co., Limited",2022-04-01 00:00:00-04:00,2022,2,4,26.8799991607666,60.0,78.4000015258789,25.200000762939453,4821138,21821589,586564294.0065937,0.5865642940065937,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2022-Q2
GFAI,"Guardforce AI Co., Limited",2022-05-01 00:00:00-04:00,2022,2,5,22.920000076293945,28.280000686645508,35.560001373291016,16.399999618530273,2495391,21821589,500150821.5448551,0.5001508215448551,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2022-Q2
GFAI,"Guardforce AI Co., Limited",2022-06-01 00:00:00-04:00,2022,2,6,18.15999984741211,24.0,24.0,17.600000381469727,625903,21821589,396280052.91028976,0.3962800529102898,,36.333336,0.6430657,0.6938256,,,Industrials,Security & Protection Services,Singapore,1698,2022-Q2
