"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/28/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.24,NVDA,"NVIDIA CORP",2379504,903.56,"78,060.00","70,531,893.60"
3.54,META,"META PLATFORMS INC",B7TL820,485.58,"121,356.00","58,928,046.48"
3.46,NFLX,"NETFLIX INC",2857817,607.33,"94,829.00","57,592,496.57"
3.25,AMZN,"AMAZON.COM INC",2000019,180.38,"299,413.00","54,008,116.94"
3.15,ORCL,"ORACLE CORP",2661568,125.61,"417,704.00","52,467,799.44"
3.15,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.82,"1,348,743.00","52,354,276.00"
3.10,QCOM,"QUALCOMM INC",2714923,169.30,"304,324.00","51,522,053.20"
3.08,IBM,IBM,2005973,190.96,"268,636.00","51,298,730.56"
3.05,CRM,"SALESFORCE INC",2310525,301.18,"168,680.00","50,803,042.40"
3.04,AVGO,"BROADCOM INC",BDZ78H9,"1,325.41","38,153.00","50,568,367.73"
2.99,"005930 KS","SAMSUNG ELECTRON",6771720,60.02,"828,275.00","49,711,881.15"
2.96,MSFT,"MICROSOFT CORP",2588173,420.72,"117,140.00","49,283,140.80"
2.88,GOOGL,"ALPHABET INC-CL A",BYVY8G0,150.93,"317,754.00","47,958,611.22"
2.84,NOW,"SERVICENOW INC",B80NXX8,762.40,"62,094.00","47,340,465.60"
2.74,BABA,"ALIBABA GRP-ADR",BP41ZD1,72.36,"631,171.00","45,671,533.56"
2.71,CSCO,"CISCO SYSTEMS INC",2198163,49.91,"902,465.00","45,042,028.15"
2.63,ACN,"ACCENTURE PLC-CL A",B4BNMY3,346.61,"126,365.00","43,799,372.65"
2.59,UBER,"UBER TECHNOLOGIES INC",BK6N347,76.99,"559,771.00","43,096,769.29"
2.54,INTC,"INTEL CORP",2463247,44.17,"955,448.00","42,202,138.16"
2.51,"SIE GR","SIEMENS AG-REG",5727973,191.12,"218,548.00","41,768,010.63"
2.47,AAPL,"APPLE INC",2046251,171.48,"239,372.00","41,047,510.56"
2.37,ADBE,"ADOBE INC",2008154,504.60,"78,227.00","39,473,344.20"
2.36,TSLA,"TESLA INC",B616C79,175.79,"223,443.00","39,279,044.97"
2.12,MU,"MICRON TECHNOLOGY INC",2588184,117.89,"299,343.00","35,289,546.27"
1.56,"000660 KS","SK HYNIX INC",6450267,132.37,"196,586.00","26,021,634.32"
1.52,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,77.17,"327,835.00","25,299,026.95"
1.42,SNPS,"SYNOPSYS INC",2867719,571.50,"41,350.00","23,631,525.00"
1.38,CDNS,"CADENCE DESIGN SYS INC",2302232,311.28,"73,716.00","22,946,316.48"
1.15,TRI,"THOMSON REUTERS CORP",BNBXPB4,155.83,"123,245.00","19,205,268.35"
1.14,"3690 HK","MEITUAN-CLASS B",BGJW376,12.37,"1,529,515.00","18,917,523.53"
1.04,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,247.77,"69,975.00","17,337,705.75"
0.93,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,272.75,"56,938.00","15,529,839.50"
0.92,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,"1,010.03","15,072.00","15,223,172.16"
0.85,FTNT,"FORTINET INC",B5B2106,68.31,"207,697.00","14,187,782.07"
0.73,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.04,"354,769.00","12,074,935.51"
0.67,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,90.91,"123,042.00","11,185,748.22"
0.66,"EXPN LN","EXPERIAN PLC",B19NLV4,43.63,"249,914.00","10,904,396.81"
0.64,"WKL NA","WOLTERS KLUWER",5671519,156.82,"67,890.00","10,646,191.40"
0.64,TTD,"TRADE DESK INC-A",BD8FDD1,87.42,"121,651.00","10,634,730.42"
0.61,DDOG,"DATADOG INC - CLASS A",BKT9Y49,123.60,"82,431.00","10,188,471.60"
0.54,ROK,"ROCKWELL AUTOMATION INC",2754060,291.33,"31,000.00","9,031,230.00"
0.54,"6702 JP","FUJITSU LIMITED",6356945,15.97,"565,130.00","9,027,069.11"
0.51,"5803 JP","FUJIKURA LTD",6356707,14.73,"579,767.00","8,542,604.05"
0.49,BIDU,"BAIDU INC - SPON ADR",B0FXT17,105.28,"77,480.00","8,157,094.40"
0.46,ZS,"ZSCALER INC",BZ00V34,192.63,"39,874.00","7,680,928.62"
0.46,"6954 JP","FANUC CORP",6356934,27.88,"273,033.00","7,613,064.59"
0.45,EBAY,"EBAY INC",2293819,52.78,"141,510.00","7,468,897.80"
0.41,CLS,"CELESTICA INC",2262659,44.94,"151,748.00","6,819,555.12"
0.38,PEGA,"PEGASYSTEMS INC",2675860,64.64,"97,166.00","6,280,810.24"
0.38,HPE,"HEWLETT PACKA",BYVYWS0,17.73,"351,828.00","6,237,910.44"
0.36,HUBB,"HUBBELL INC",BDFG6S3,415.05,"14,552.00","6,039,807.60"
0.36,"4755 JP","RAKUTEN GROUP INC",6229597,5.66,"1,049,442.00","5,935,593.19"
0.35,"6526 JP","SOCIONEXT INC",BMTVX75,27.10,"214,969.00","5,826,441.82"
0.34,OKTA,"OKTA INC",BDFZSP1,104.62,"53,816.00","5,630,229.92"
0.33,ZBRA,"ZEBRA TECH CORP",2989356,301.44,"18,202.00","5,486,810.88"
0.33,"2395 TT","ADVANTECH CO LTD",6202673,12.72,"430,657.00","5,476,819.69"
0.32,"6701 JP","NEC CORP",6640400,72.78,"73,791.00","5,370,563.05"
0.32,INFA,"INFORMATICA INC - CLASS A",BMG95P4,35.00,"153,427.00","5,369,945.00"
0.32,STX,"SEAGATE TECHNOLO",BKVD2N4,93.05,"57,516.00","5,351,863.80"
0.32,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,82.17,"64,503.00","5,300,211.51"
0.32,"AMP IM","AMPLIFON SPA",B14NJ71,36.50,"144,350.00","5,269,329.21"
0.32,VRNT,"VERINT SYSTEMS INC",2849193,33.15,"158,739.00","5,262,197.85"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,265.63,"19,652.00","5,220,160.76"
0.30,CCCS,"CCC INTELLIGENT",BP4CXL8,11.96,"417,929.00","4,998,430.84"
