"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/24/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.02,TSLA,"TESLA INC",B616C79,462.28,"292,253.00","135,102,716.84"
3.91,AVGO,"BROADCOM INC",BDZ78H9,239.68,"439,883.00","105,431,157.44"
3.89,NFLX,"NETFLIX INC",2857817,932.12,"112,377.00","104,748,849.24"
3.86,NOW,"SERVICENOW INC",B80NXX8,"1,105.56","94,170.00","104,110,585.20"
3.60,CRM,"SALESFORCE INC",2310525,344.43,"281,630.00","97,001,820.90"
3.45,CSCO,"CISCO SYSTEMS INC",2198163,59.85,"1,554,180.00","93,017,673.00"
3.33,META,"META PLATFORMS INC",B7TL820,607.75,"147,562.00","89,680,805.50"
3.29,AMZN,"AMAZON.COM INC",2000019,229.05,"386,387.00","88,501,942.35"
3.26,IBM,IBM,2005973,224.41,"391,429.00","87,840,581.89"
3.20,ORCL,"ORACLE CORP",2661568,171.41,"503,126.00","86,240,827.66"
3.07,AAPL,"APPLE INC",2046251,258.20,"319,952.00","82,611,606.40"
3.06,NVDA,"NVIDIA CORP",2379504,140.22,"587,760.00","82,415,707.20"
3.05,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,54.07,"1,517,643.00","82,064,857.77"
3.01,BABA,"ALIBABA GRP-ADR",BP41ZD1,85.52,"946,726.00","80,964,007.52"
2.93,ACN,"ACCENTURE PLC-CL A",B4BNMY3,361.63,"217,930.00","78,810,025.90"
2.89,GOOGL,"ALPHABET INC-CL A",BYVY8G0,196.11,"396,582.00","77,773,696.02"
2.64,MSFT,"MICROSOFT CORP",2588173,439.33,"161,990.00","71,167,066.70"
2.33,"SIE GR","SIEMENS AG-REG",5727973,196.40,"319,320.00","62,713,793.58"
2.20,QCOM,"QUALCOMM INC",2714923,159.36,"372,549.00","59,369,408.64"
2.19,ADBE,"ADOBE INC",2008154,447.94,"131,601.00","58,949,351.94"
1.97,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,110.18,"482,126.00","53,120,642.68"
1.91,UBER,"UBER TECHNOLOGIES INC",BK6N347,61.71,"833,195.00","51,416,463.45"
1.65,"005930 KS","SAMSUNG ELECTRON",6771720,37.35,"1,190,288.00","44,457,032.06"
1.62,"3690 HK","MEITUAN-CLASS B",BGJW376,19.97,"2,188,315.00","43,697,837.24"
1.47,MU,"MICRON TECHNOLOGY INC",2588184,89.28,"441,964.00","39,458,545.92"
1.29,INTC,"INTEL CORP",2463247,20.40,"1,697,755.00","34,634,202.00"
1.25,"000660 KS","SK HYNIX INC",6450267,115.69,"290,350.00","33,590,096.12"
1.24,CDNS,"CADENCE DESIGN SYS INC",2302232,308.58,"108,514.00","33,485,250.12"
1.13,SNPS,"SYNOPSYS INC",2867719,500.16,"60,966.00","30,492,754.56"
1.10,FTNT,"FORTINET INC",B5B2106,97.81,"303,209.00","29,656,872.29"
1.09,TRI,"THOMSON REUTERS CORP",BNBXPB4,163.15,"179,975.00","29,362,921.25"
0.84,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,269.04,"84,250.00","22,666,620.00"
0.82,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,215.40,"101,919.00","21,953,352.60"
0.81,TTD,"TRADE DESK INC-A",BD8FDD1,123.96,"176,518.00","21,881,171.28"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,148.40,"122,889.00","18,236,727.60"
0.63,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,32.78,"519,021.00","17,012,483.86"
0.61,"WKL NA","WOLTERS KLUWER",5671519,165.76,"98,987.00","16,408,162.81"
0.59,"EXPN LN","EXPERIAN PLC",B19NLV4,43.44,"364,856.00","15,848,782.80"
0.53,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,79.36,"181,258.00","14,384,634.88"
0.53,"6702 JP","FUJITSU LIMITED",6356945,17.41,"820,601.00","14,285,154.05"
0.52,"5803 JP","FUJIKURA LTD",6356707,39.09,"357,075.00","13,957,107.22"
0.49,TWLO,"TWILIO INC - A",BD6P5Q0,111.38,"119,246.00","13,281,619.48"
0.49,ROK,"ROCKWELL AUTOMATION INC",2754060,292.20,"45,314.00","13,240,750.80"
0.47,EBAY,"EBAY INC",2293819,63.78,"199,283.00","12,710,269.74"
0.45,DOCU,"DOCUSIGN INC",BFYT7B7,94.85,"127,410.00","12,084,838.50"
0.45,CLS,"CELESTICA INC",BMDLRD5,97.53,"123,450.00","12,040,078.50"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,21.89,"518,990.00","11,360,691.10"
0.42,ZS,"ZSCALER INC",BZ00V34,187.26,"59,973.00","11,230,543.98"
0.40,PEGA,"PEGASYSTEMS INC",2675860,95.06,"113,829.00","10,820,584.74"
0.38,"6954 JP","FANUC CORP",6356934,25.62,"397,163.00","10,175,187.83"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.17,"1,234,935.00","10,089,418.95"
0.37,BIDU,"BAIDU INC - SPON ADR",B0FXT17,88.05,"114,554.00","10,086,479.70"
0.35,WIX,"WIX.COM LTD",BFZCHN7,226.22,"42,138.00","9,532,458.36"
0.35,"6701 JP","NEC CORP",6640400,86.63,"108,589.00","9,406,813.72"
0.34,HUBB,"HUBBELL INC",BDFG6S3,432.04,"21,380.00","9,237,015.20"
0.34,AMBA,"AMBARELLA INC",B7KH3G6,74.05,"123,373.00","9,135,770.65"
0.34,G,"GENPACT LTD",B23DBK6,42.70,"213,465.00","9,114,955.50"
0.33,AI,"C3.AI INC-A",BMGNBJ2,35.71,"251,451.00","8,979,315.21"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,320.61,"26,978.00","8,649,416.58"
0.32,,CASH,,1.00,"8,559,200.69","8,559,200.69"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,395.44,"21,449.00","8,481,792.56"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,56.00,"147,978.00","8,286,768.00"
0.29,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,77.79,"101,986.00","7,933,490.94"
0.29,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,34.33,"229,400.00","7,875,302.00"
0.29,INFA,"INFORMATICA INC - CLASS A",BMG95P4,26.93,"287,091.00","7,731,360.63"
0.28,PATH,"UIPATH INC - CLASS A",BMD02L5,13.13,"580,310.00","7,619,470.30"
0.28,CCCS,"CCC INTELLIGENT",BP4CXL8,11.89,"640,255.00","7,612,631.95"
0.28,DXC,"DXC TECHNOLOGY CO",BYXD7B3,20.50,"361,907.00","7,419,093.50"
0.28,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,99.14,"74,650.00","7,400,474.26"
0.27,STX,"SEAGATE TECHNOLO",BKVD2N4,88.49,"82,910.00","7,336,705.90"
0.26,TDC,"TERADATA CORP",B247H10,32.10,"221,341.00","7,105,046.10"
0.26,"6588 JP","TOSHIBA TEC CORP",6894887,22.40,"317,050.00","7,103,096.80"
0.26,"4755 JP","RAKUTEN GROUP INC",6229597,5.67,"1,241,060.00","7,034,303.47"
0.26,"TEMN SW","TEMENOS AG - REG",7147892,69.88,"98,910.00","6,911,677.30"
0.25,"2395 TT","ADVANTECH CO LTD",6202673,10.66,"636,257.00","6,784,534.98"
0.23,SNAP,"SNAP INC - A",BD8DJ71,11.18,"555,291.00","6,208,153.38"
0.23,OKTA,"OKTA INC",BDFZSP1,83.19,"74,354.00","6,185,509.26"
0.23,"TIETO FH","TIETOEVRY OYJ",5479702,17.42,"350,282.00","6,101,167.41"
0.22,"2353 TT","ACER INC",6005850,1.17,"5,128,000.00","6,009,405.65"
0.22,"3443 TT","GLOBAL UNICHIP CORP",B056381,40.39,"147,865.00","5,972,058.44"
0.22,"AMP IM","AMPLIFON SPA",B14NJ71,26.49,"222,031.00","5,881,722.86"
0.21,"6526 JP","SOCIONEXT INC",BMTVX75,16.72,"342,719.00","5,728,682.92"
0.21,VRNT,"VERINT SYSTEMS INC",2849193,27.19,"206,299.00","5,609,269.81"
0.16,STNE,"STONECO LTD-A",BGKG6M3,8.08,"526,014.00","4,250,193.12"
0.14,VSAT,"VIASAT INC",2946243,9.17,"412,882.00","3,786,127.94"
0.00,,"CURRENCY CONTRACT - HKD",,0.00,"2,134,952.82",208.70
0.00,,"SWISS FRANC",,1.11,132.60,147.19
0.00,,"CURRENCY CONTRACT - HKD",,0.00,"1,191,147.46",116.44
0.00,,"CURRENCY CONTRACT - HKD",,0.00,"1,683,127.91",112.70
0.00,,"CURRENCY CONTRACT - HKD",,0.00,"934,893.04",62.59
0.00,,EURO,,1.04,-332.77,-345.83
-0.01,,"TAIWAN DOLLAR",,0.03,"-4,064,086.00","-124,350.52"
-0.01,,"KOREAN WON",,0.00,"-334,309,670.00","-229,529.47"
-0.08,,"OTHER PAYABLE & RECEIVABLES",,1.00,"-2,236,206.72","-2,236,206.72"
,,"CURRENCY CONTRACT - HKD",,0.00,"-153,240.64",
,,"CURRENCY CONTRACT - HKD",,0.00,"-274,660.82",
,,"CURRENCY CONTRACT - HKD",,0.00,"-216,591.38",
,,"CURRENCY CONTRACT - HKD",,0.00,"-120,305.64",
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
