ticker,title,url,time_published,source,summary,sentiment_score,sentiment_label,ticker_sentiment_score,ticker_sentiment_label,relevance_score,category,ai_keywords_found
CSCO,Home Wi-Fi Router Market: APAC to Occupy 36% Market Share | Fixed Wi-Fi Router Segment to be Significant for Revenue Generation | Technavio,https://www.prnewswire.com/news-releases/home-wi-fi-router-market-apac-to-occupy-36-market-share--fixed-wi-fi-router-segment-to-be-significant-for-revenue-generation--technavio-301570473.html,20220620T102000,PR Newswire,• What are historical revenue figures and estimated revenue figures as well as CAGR during the forecast timeframe? • What is the current trend taking place in the market space? • Which are business tactics that will influence competitive scenarios along with defining the growth potential of the ...,0.019006,Neutral,0.052674,Neutral,0,broad,
CSCO,Industrial Internet of Things  ( IoT )  market | Evolving Opportunities with ABB Ltd. and Cisco Systems Inc. | Technavio,https://www.prnewswire.com/news-releases/industrial-internet-of-things-iot-market--evolving-opportunities-with-abb-ltd-and-cisco-systems-inc--technavio-301570372.html,20220620T062000,PR Newswire,For more insights on the market share of various regions - Get a Sample report in MINUTES,0.049426,Neutral,0.06819,Somewhat-Bullish,0,broad,
CSCO,Cisco  ( CSCO )  Up 3.8% Since Last Earnings Report: Can It Continue?,https://www.zacks.com/stock/news/1940463/cisco-csco-up-38-since-last-earnings-report-can-it-continue,20220617T153008,Zacks Commentary,Cisco (CSCO) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,-0.024476,Neutral,0.346434,Neutral,0,broad,
CSCO,Cisco  ( CSCO )  Launches Panoptica & Calisti API-First Solutions,https://www.zacks.com/stock/news/1940441/cisco-csco-launches-panoptica-calisti-api-first-solutions,20220617T140900,Zacks Commentary,Cisco Systems (CSCO) announces the launch of two cloud-native solutions - Panoptica and Calisti that will aid companies in developing applications faster and more securely.,-0.007251,Neutral,0.502801,Neutral,0,focused,AI
CSCO,Proposed Ukraine Iron Dome could be present-day 'Star Wars' air-defense system for war-ravaged country,https://www.marketwatch.com/story/proposed-ukraine-iron-dome-could-be-present-day-star-wars-air-defense-system-for-war-ravaged-country-11655413034,20220616T205700,MarketWatch,"This San Francisco-based tech company is developing what they call the Ukraine Iron Dome, a mobile, all-weather air-defense structure designed to intercept and destroy rockets and artillery shells coming from Russia.",0.03206,Neutral,0.180056,Neutral,0,focused,AI
CSCO,Data Center Server Market: APAC to Occupy 53% Market Share| Evolving Opportunities with Cisco Systems Inc. & Dell Technologies Inc. | Technavio,https://www.prnewswire.com/news-releases/data-center-server-market-apac-to-occupy-53-market-share-evolving-opportunities-with-cisco-systems-inc--dell-technologies-inc--technavio-301568834.html,20220616T123000,PR Newswire,"Read the 120-page report with TOC on ""Data Center Server Market Analysis Report by Type ( rack server, blade server, tower server, microserver, and open compute project ( OCP ) server ) and Geography ( North America, APAC, Europe, South America, and MEA ) , and the Segment Forecasts,2021-2025"".",0.013714,Neutral,0.049929,Neutral,0,broad,
CSCO,"Apple's market valuation: Forget $3 trn, now even $2 trn looks shaky",https://www.business-standard.com/article/international/apple-s-market-valuation-forget-3-trn-now-even-2-trn-looks-shaky-122061600139_1.html,20220615T222000,Business Standard,"After briefly surpassing $3 trillion in January, the iPhone maker has lost more than $800 billion in capitalization as tech stocks plunged ...",-0.148479,Neutral,0.051419,Neutral,0,broad,
CSCO,"Cisco's Emerging Technology and Incubation Efforts Deliver Free-Tier, API-First Developer Solutions",https://www.prnewswire.com/news-releases/ciscos-emerging-technology-and-incubation-efforts-deliver-free-tier-api-first-developer-solutions-301567482.html,20220615T153000,PR Newswire,"Panoptica and Calisti Signal Continued Advancement of Products and Services Strategy to Connect, Secure, and Observe Modern Applications • Cisco has launched Panoptica and Calisti, the latest additions to Cisco's suite of cloud-native, API-first solutions and tools that result in faster ...",0.075898,Neutral,0.783173,Neutral,0,broad,
CSCO,2 Stellar Growth Stocks Professional Money Managers Were Buying in Q1,https://www.fool.com/investing/2022/06/15/2-growth-stocks-money-managers-were-buying-tesla/,20220615T151500,Motley Fool,"As the market was falling, investors with billions of dollars in managed assets piled into these stocks.",0.087648,Neutral,0.041784,Neutral,0,broad,
CSCO,Snowflake  ( SNOW )  Enhances Its Native Python Programmability,https://www.zacks.com/stock/news/1939412/snowflake-snow-enhances-its-native-python-programmability,20220615T145700,Zacks Commentary,Snowflake (SNOW) has recently announced at its annual user conference the expansion of its native Python support to advance programmability in the data cloud.,0.012726,Neutral,0.158173,Neutral,0,broad,
