ticker,title,url,time_published,source,summary,sentiment_score,sentiment_label,ticker_sentiment_score,ticker_sentiment_label,relevance_score,category,ai_keywords_found
SMCI,"Bit Digital, Inc. Announces Finalized AI Customer Contract Terms and Datacenter Location - Bit Digital  ( NASDAQ:BTBT ) ",https://www.benzinga.com/pressreleases/23/11/n35870966/bit-digital-inc-announces-finalized-ai-customer-contract-terms-and-datacenter-location,20231120T130000,Benzinga,"NEW YORK, Nov. 20, 2023 /PRNewswire/ -- Bit Digital, Inc. BTBT ( ""Bit Digital"" or the ""Company"" ) , a sustainable platform for digital assets and artificial intelligence ( ""AI"" ) infrastructure headquartered in New York City, is pleased to announce that it has finalized its service agreement with ...",0.043238,Neutral,0.056943,Neutral,0,focused,"artificial intelligence, AI"
SMCI,2 Fuller & Thaler Mutual Funds to Buy for Optimum Returns,https://www.zacks.com/stock/news/2186448/2-fuller-thaler-mutual-funds-to-buy-for-optimum-returns,20231120T121800,Zacks Commentary,Invest in Fuller & Thaler mutual funds such as FTXNX and FTHNX for attractive returns.,0.329425,Somewhat-Bullish,0.093289,Somewhat-Bullish,0,broad,
SMCI,3 AI-Backed Stocks That Could Return Magnificent Gains in 2024,https://www.fool.com/investing/2023/11/20/3-ai-backed-stocks-that-could-return-magnificent-g/,20231120T121500,Motley Fool,"These AI stocks have had good years, but could keep rising through 2024.",0.232576,Somewhat-Bullish,0.078099,Somewhat-Bullish,0,focused,AI
SMCI,Is John Hancock Multifactor Small Cap ETF  ( JHSC )  a Strong ETF Right Now?,https://www.zacks.com/stock/news/2186415/is-john-hancock-multifactor-small-cap-etf-jhsc-a-strong-etf-right-now,20231120T112008,Zacks Commentary,Smart Beta ETF report for ...,0.21697,Somewhat-Bullish,0.113062,Neutral,0,focused,smart
SMCI,A Closer Look at Super Micro Computer's Options Market Dynamics - Super Micro Computer  ( NASDAQ:SMCI ) ,https://www.benzinga.com/markets/options/23/11/35854932/a-closer-look-at-super-micro-computers-options-market-dynamics,20231117T191542,Benzinga,"Whales with a lot of money to spend have taken a noticeably bearish stance on Super Micro Computer. Looking at options history for Super Micro Computer SMCI we detected 51 trades. If we consider the specifics of each trade, it is accurate to state that 43% of the investors opened trades with ...",0.164993,Somewhat-Bullish,0.613743,Somewhat-Bullish,0,broad,
SMCI,"Dow Jones Holds Strong Near 35,000, But AMAT Stock Dives After Earnings, DOJ Probe",https://www.investors.com/market-trend/stock-market-today/dow-jones-holds-strong-near-35000-amat-stock-dives-after-earnings-doj-probe/,20231117T154000,Investors Business Daily,"Dow Jones Holds Strong Near 35000, But AMAT Stock Dives After ... Investor's Business Daily ...",0.139547,Neutral,0.099066,Somewhat-Bullish,0,focused,AI
SMCI,Futures Fall As Two Giants Dive Late; AI News Hits Nvidia,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-rally-pauses-microsoft-ai-chip-hits-nvidia-two-tech-giants-dive-late/,20231115T215400,Investors Business Daily,Futures Fall As Two Giants Dive Late. AI News Hits Nvidia Investor's Business Daily ...,0.15611,Somewhat-Bullish,0.113731,Neutral,0,focused,AI
SMCI,Should Vanguard Russell 2000 ETF  ( VTWO )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2184350/should-vanguard-russell-2000-etf-vtwo-be-on-your-investing-radar,20231115T112006,Zacks Commentary,Style Box ETF report for ...,0.15725,Somewhat-Bullish,0.138863,Neutral,0,broad,
SMCI,Is Invesco FTSE RAFI US 1500 Small-Mid ETF  ( PRFZ )  a Strong ETF Right Now?,https://www.zacks.com/stock/news/2184354/is-invesco-ftse-rafi-us-1500-small-mid-etf-prfz-a-strong-etf-right-now,20231115T112006,Zacks Commentary,Smart Beta ETF report for ...,0.215371,Somewhat-Bullish,0.108222,Neutral,0,focused,smart
SMCI,"Why Artificial Intelligence  ( AI )  Stocks Super Micro Computer, Advanced Micro Devices, and Intel Rallied Today",https://www.fool.com/investing/2023/11/14/why-artificial-intelligence-ai-stocks-super-micro/,20231114T222400,Motley Fool,Easing inflation could continue the AI investment wave.,0.257965,Somewhat-Bullish,0.143415,Bullish,0,focused,"artificial intelligence, AI"
SMCI,Dow Gains 500 Points On Cooling Inflation; Tesla Rises On China Price Hikes,https://www.investors.com/market-trend/stock-market-today/dow-jones-gains-500-points-on-cooling-inflation-tesla-rises-on-china-price-hikes/,20231114T162100,Investors Business Daily,Dow Gains 500 Points On Cooling Inflation. Tesla Rises On China ... Investor's Business Daily ...,0.069537,Neutral,0.090134,Neutral,0,focused,AI
SMCI,Should iShares Russell 2000 Growth ETF  ( IWO )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2183723/should-ishares-russell-2000-growth-etf-iwo-be-on-your-investing-radar,20231114T112005,Zacks Commentary,Style Box ETF report for ...,0.255843,Somewhat-Bullish,0.122269,Neutral,0,broad,
SMCI,Should Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF  ( GSSC )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2183728/should-goldman-sachs-activebeta-us-small-cap-equity-etf-gssc-be-on-your-investing-radar,20231114T112004,Zacks Commentary,Style Box ETF report for ...,0.189562,Somewhat-Bullish,0.129866,Neutral,0,broad,
SMCI,Super Micro Computer's Options: A Look at What the Big Money is Thinking - Super Micro Computer  ( NASDAQ:SMCI ) ,https://www.benzinga.com/markets/options/23/11/35753423/super-micro-computers-options-a-look-at-what-the-big-money-is-thinking,20231113T153053,Benzinga,"Deep-pocketed investors have adopted a bearish approach towards Super Micro Computer SMCI, and it's something market players shouldn't ignore. Our tracking of public options records at Benzinga unveiled this significant move today.",0.113259,Neutral,0.684158,Somewhat-Bullish,0,broad,
SMCI,Supermicro Expands AI Solutions with the Upcoming NVIDIA HGX H200 and MGX Grace Hopper Platforms Featuring HBM3e Memory,https://markets.businessinsider.com/news/stocks/supermicro-expands-ai-solutions-with-the-upcoming-nvidia-hgx-h200-and-mgx-grace-hopper-platforms-featuring-hbm3e-memory-1032813320,20231113T140500,Business Insider,"Supermicro Extends 8-GPU, 4-GPU, and MGX Product Lines with Support for the NVIDIA HGX H200 and Grace Hopper Superchip for LLM Applications with Faster and Larger HBM3e Memory - New Innovative Supermicro Liquid Cooled 4U Server with NVIDIA HGX 8-GPUs Doubles the Computing Density Per Rack, and ...",0.273472,Somewhat-Bullish,0.102449,Neutral,0,focused,"AI, LLM"
SMCI,"This Incredibly Cheap Artificial Intelligence  ( AI )  Stock Is Soaring Like Nvidia, and It Is a Screaming Buy",https://www.fool.com/investing/2023/11/10/this-incredibly-cheap-artificial-intelligence-ai-s/,20231110T224500,Motley Fool,Investors looking to buy an AI stock that is in fine form and cheap at the same time may want to nab this company before it soars higher.,0.540503,Bullish,0.159218,Somewhat-Bullish,0,focused,"artificial intelligence, AI"
SMCI,"Supermicro expande presença internacional de produção, ao aumentar a capacidade mundial de fabricação de rack ... - PR Newswire",https://www.prnewswire.com/news-releases/supermicro-expande-presenca-internacional-de-producao-ao-aumentar-a-capacidade-mundial-de-fabricacao-de-rack-em-escala-para-5-000-solucoes-totalmente-testadas-de-rack-de-ia-hpc-e-refrigeracao-liquida-por-mes-801626272.html,20231110T212900,PR Newswire,"Supermicro expande presença internacional de produção, ao aumentar a capacidade mundial de fabricação de rack ... PR ...",-0.016204,Neutral,0.084245,Neutral,0,broad,
SMCI,2 AI Growth Stocks That Could Go Parabolic,https://www.fool.com/investing/2023/11/10/2-ai-growth-stocks-that-could-go-parabolic/,20231110T130000,Motley Fool,These two AI-powered stocks can grow dramatically in the coming months.,0.244905,Somewhat-Bullish,0.125025,Neutral,0,focused,AI
SMCI,"Got $1,000? These 2 Artificial Intelligence  ( AI )  Stocks Are Screaming Buys Right Now",https://www.fool.com/investing/2023/11/10/got-1000--artificial-intelligence-ai-stocks-buy/,20231110T101600,Motley Fool,"These stocks soared significantly this year thanks to AI, and they still have room to jump higher.",0.352215,Bullish,0.126784,Somewhat-Bullish,0,focused,"artificial intelligence, AI"
