ticker,title,url,time_published,source,summary,sentiment_score,sentiment_label,ticker_sentiment_score,ticker_sentiment_label,relevance_score,category,ai_keywords_found
CRWD,DoControl Joins Google Cloud Partner Advantage Program,https://www.prnewswire.com/news-releases/docontrol-joins-google-cloud-partner-advantage-program-301624165.html,20220914T130000,PR Newswire,"NEW YORK, Sept. 14, 2022 /PRNewswire/ -- , the automated Software as a Service ( SaaS ) security company, today announced that it has joined the Google Cloud Partner Advantage program as an integrated technology partner, giving Google Workspace customers additional layers of preventative data ...",0.383031,Bullish,0.068896,Neutral,0,broad,
CRWD,Taking Apart DocuSign's Recent Quarter,https://www.fool.com/investing/2022/09/14/taking-apart-docusigns-recent-quarter/,20220914T120000,Motley Fool,Plus other market news and why Casey's General Stores and McCormick are worth a look from investors.,0.135501,Neutral,0.017092,Neutral,0,broad,
CRWD,Looking for Cybersecurity Stocks? You Don't Want to Miss This One.,https://www.fool.com/investing/2022/09/14/looking-for-cybersecurity-stocks-you-dont-want-to/,20220914T113000,Motley Fool,Cybersecurity is a massive investing opportunity.,0.102479,Neutral,0.63878,Somewhat-Bullish,0,broad,
CRWD,"Why DocuSign, CrowdStrike, and Alphabet Stocks All Flopped Today",https://www.fool.com/investing/2022/09/13/why-tech-stocks-like-alphabet-flopped-today/,20220913T173540,Motley Fool,"In the middle of a tech sell-off, cheap Alphabet stock looks like a diamond in the rough.",0.051952,Neutral,0.428632,Neutral,0,broad,
CRWD,3 Top Tech Stocks to Buy in September,https://www.fool.com/investing/2022/09/13/3-top-tech-stocks-to-buy-in-september/,20220913T103000,Motley Fool,Tech stocks have had a bad year. This may be the time to initiate a position in some of the best names.,0.197433,Somewhat-Bullish,0.47147,Bullish,0,broad,
CRWD,Better Cybersecurity Stock: BlackBerry vs. CrowdStrike,https://www.fool.com/investing/2022/09/13/better-cybersecurity-stock-blackberry-vs-crowdstri/,20220913T091500,Motley Fool,Should you pick the underdog or the market leader?,0.033958,Neutral,0.41608,Neutral,0,broad,
CRWD,3 Unstoppable Growth Stocks to Buy if There's a Stock Market Sell-Off,https://www.fool.com/investing/2022/09/12/unstoppable-growth-stocks-buy-if-market-sell-off/,20220912T143122,Motley Fool,"Zscaler, Cloudflare, and Airbnb should be on your post-crash shopping list.",0.099733,Neutral,0.049732,Neutral,0,focused,AI
CRWD,JumpCloud Password Manager™ Makes Secure Access Easier,https://www.benzinga.com/pressreleases/22/09/g28827386/jumpcloud-password-manager-makes-secure-access-easier,20220912T120016,Benzinga,"LOUISVILLE, Colo., Sept. 12, 2022 ( GLOBE NEWSWIRE ) -- JumpCloud Inc. today announced the launch of JumpCloud Password Manager. This new product gives IT admins and managed service providers ( MSPs ) better controls, and enables users to easily manage passwords and collaborate across multiple ...",0.257792,Somewhat-Bullish,0.036091,Neutral,0,broad,
CRWD,Newly Released JumpCloud for MSPs™ Empowers Managed Service Providers to Modernize and Accelerate Growth,https://www.benzinga.com/pressreleases/22/09/g28827343/newly-released-jumpcloud-for-msps-empowers-managed-service-providers-to-modernize-and-accelerate-g,20220912T120003,Benzinga,"LOUISVILLE, Colo., Sept. 12, 2022 ( GLOBE NEWSWIRE ) -- Open Directory Platform™ provider JumpCloud Inc. today announced the launch of JumpCloud for MSPs™, a comprehensive product that solves the biggest challenges and business imperatives for managed service providers ( MSPs ) .",0.348976,Somewhat-Bullish,0.041828,Neutral,0,broad,
CRWD,"Down by Almost 30% in the Last Year, Is CrowdStrike Stock a Buy Yet?",https://www.fool.com/investing/2022/09/11/down-by-30-in-the-last-year-is-crowdstrike-a-buy/,20220911T115900,Motley Fool,"This is a great company, but investors might need to exercise some more patience.",0.318629,Somewhat-Bullish,0.443626,Bullish,0,broad,
CRWD,Is Zscaler Stock a Buy Now?,https://www.fool.com/investing/2022/09/11/is-zscaler-stock-a-buy-now/,20220911T111700,Motley Fool,This hypergrowth cybersecurity company is still firing on all cylinders.,0.156219,Somewhat-Bullish,0.320974,Neutral,0,broad,
CRWD,The Ultimate Growth Stocks to Buy With $500 Right Now,https://www.fool.com/investing/2022/09/10/the-ultimate-growth-stocks-to-buy-with-500-right-n/,20220910T143000,Motley Fool,These companies are growing at blistering speeds.,0.371503,Bullish,0.217834,Somewhat-Bullish,0,broad,
CRWD,3 Reasons You'll Want to Own CrowdStrike Coming out of a Bear Market,https://www.fool.com/investing/2022/09/10/3-reasons-youll-want-crowdstrike-bear-market/,20220910T130000,Motley Fool,This rapidly expanding cybersecurity company continues to gain market share under poor economic conditions.,0.087514,Neutral,0.486627,Neutral,0,focused,AI
