ticker,title,url,time_published,source,summary,sentiment_score,sentiment_label,ticker_sentiment_score,ticker_sentiment_label,relevance_score,category,ai_keywords_found
MSFT,Why MongoDB Stock Popped Today,https://www.fool.com/investing/2022/03/18/why-mongodb-stock-popped-today/,20220318T230300,Motley Fool,Wall Street is growing more bullish on the database software provider's prospects.,0.000886,Neutral,0.140485,Neutral,0,broad,
MSFT,"Kandy Joins Project ""CAMARA - The Telco Global API Alliance""",https://www.benzinga.com/pressreleases/22/03/g26209022/kandy-joins-project-camara-the-telco-global-api-alliance,20220318T223734,Benzinga,"ATLANTA, March  18, 2022   ( GLOBE NEWSWIRE )  -- American Virtual Cloud Technologies, Inc.'s  ( NASDAQ:AVCT )  announced that its Kandy Communications business unit  ( Kandy ) , has joined the new, open source project: ""CAMARA - The Telco Global API Alliance."" The global partnership will address ch",0.094031,Neutral,0.113615,Neutral,0,broad,
MSFT,"Kandy Joins Project ""CAMARA - The Telco Global API Alliance""",https://www.globenewswire.com/news-release/2022/03/18/2406300/0/en/Kandy-Joins-Project-CAMARA-The-Telco-Global-API-Alliance.html,20220318T223700,GlobeNewswire,Project to address industry API interoperability in collaboration with GSMA and the Linux Foundation Project to address industry API interoperability in collaboration with GSMA and the Linux Foundation,0.086758,Neutral,0.117219,Neutral,0,broad,
MSFT,5 Stocks Top Earners Steven Cohen And David Tepper Agree On,https://www.forbes.com/sites/gurufocus/2022/03/18/5-stocks-top-earners-steven-cohen-and-david-tepper-agree-on/,20220318T214000,Forbes,The hedge fund giants both raked in over $1 billion in 2021,-0.010422,Neutral,0.056734,Neutral,0,broad,
MSFT,"This Week In XR: $35 Million To Expand VR Game World Zenith, $9.9 Million For Mediview AR Surgery",https://www.forbes.com/sites/charliefink/2022/03/18/this-week-in-xr-35-million-to-expand-vr-game-world-zenith-99-million-for-mediview-ar-surgery/,20220318T210442,Forbes,The XR community showed up for SXSW22. So did Paris Hilton.,-0.02,Neutral,0.116236,Neutral,0,broad,
MSFT,Microsoft Makes Bullish Cross Above Critical Moving Average,https://www.forbes.com/sites/dividendchannel/2022/03/18/microsoft-makes-bullish-cross-above-critical-moving-average/,20220318T205352,Forbes,"In trading on Friday, shares of Microsoft  crossed above their 200 day moving average of $300.84, changing hands as high as $301.00 per share.",0.006351,Neutral,0.968791,Neutral,0,broad,
MSFT,Dow Gains Nearly 300 Points As Stocks Wrap Up Best Week Since November 2020,https://www.forbes.com/sites/sergeiklebnikov/2022/03/18/dow-gains-nearly-300-points-as-stocks-wrap-up-best-week-since-november-2020/,20220318T200657,Forbes,Clarity from the Federal Reserve helped boost stocks to a winning week.,0.052278,Neutral,0.078922,Neutral,0,focused,AI
MSFT,2022's First Real Rally Gains Steam; 5 Stocks Flash Buy Signals,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-2022-market-rally-gains-steam-five-stocks-flash-buy-signals/,20220318T194245,Investors Business Daily,2022's First Real Rally Gains Steam; 5 Stocks Flash Buy Signals Investor's Business Daily,0.042505,Neutral,0.180345,Somewhat-Bullish,0,focused,AI
MSFT,Investors come off a strong week looking for more gains now that they have some clarity from the Fed,https://www.cnbc.com/2022/03/18/investors-come-off-a-strong-week-looking-for-more-gains-now-that-they-have-some-clarity-from-the-fed.html,20220318T191552,CNBC,"With the Fed's first rate hike out of the way, market pros are now debating whether the market can continue the upswing it started in the past week.",-0.015439,Neutral,0.068669,Neutral,0,focused,AI
MSFT,"This overlooked software company is 'widening its feature advantages over its rivals,' UBS says",https://www.marketwatch.com/story/this-overlooked-software-company-is-widening-its-feature-advantages-over-its-rivals-ubs-says-11647629228,20220318T174700,MarketWatch,Shares of MongoDB Inc. were surging Friday after an analyst said that investors continue to overlook the software company.,-0.096247,Neutral,0.224903,Neutral,0,focused,AI
MSFT,"Stocks Mostly Higher As FedEx, Biotech, Chipmakers Report News, Earnings",https://www.investors.com/market-trend/stock-market-today/stocks-higher-as-fedex-biotech-chipmakers-report-news-earnings/,20220318T164214,Investors Business Daily,"Stocks Mostly Higher As FedEx, Biotech, Chipmakers Report News, Earnings Investor's Business Daily",-0.152887,Somewhat-Bearish,0.205023,Neutral,0,focused,AI
MSFT,"Here's How Much A $1,000 Investment In Tesla Could Be Worth If Stock Gets Back To All-Time Highs",https://www.benzinga.com/general/education/22/03/26193111/heres-how-much-a-1-000-investment-in-tesla-could-be-worth-if-stock-gets-back-to-all-time-highs,20220318T153957,Benzinga,"Electric vehicle leader Tesla Inc  ( NASDAQ: TSLA )  hit a market capitalization of $1 trillion and saw shares soar above the $1,000 level. With shares down from all-time highs, here's a look at how much investors stand to gain if new highs can be reached.
What Happened: Tesla was one of many high-g",-0.069331,Neutral,0.217151,Neutral,0,focused,AI
MSFT,"Nasdaq, S&P edge higher on tech boost, Biden-Xi talks eyed",https://www.business-standard.com/article/international/nasdaq-s-p-edge-higher-on-tech-boost-biden-xi-talks-eyed-122031800885_1.html,20220318T153600,Business Standard,FedEx falls on lower-than-expected quarterly earnings; Moderna up on seeking FDA authorisation for second booster,-0.054375,Neutral,0.092676,Neutral,0,broad,
MSFT,"As Offices Open and Mask Mandates Drop, Some Anxieties Set In",https://www.nytimes.com/2022/03/18/business/office-mask-mandates.html,20220318T153126,New York Times,"Using local guidelines, many companies are loosening Covid safety rules, leaving workers to navigate masking and social distancing on their own.",-0.137754,Neutral,0.02643,Bearish,0,broad,
MSFT,"4 Reasons to Buy Accenture, and 1 Reason to Sell",https://www.fool.com/investing/2022/03/18/4-reasons-to-buy-accenture-and-1-reason-to-sell/,20220318T150810,Motley Fool,The IT services giant is still firing on all cylinders.,0.099977,Neutral,0.055377,Somewhat-Bullish,0,broad,
MSFT,Investors to Closely Watch Russia-Ukraine Geopolitical Conflict,https://www.zacks.com/stock/news/1884045/investors-to-closely-watch-russia-ukraine-geopolitical-conflict,20220318T144400,Zacks Commentary,"This page has not been authorized, sponsored, or otherwise approved or endorsed by the companies represented herein. Each of the company logos represented herein are trademarks of Microsoft Corporation; Dow Jones & Company; Nasdaq, Inc.; Forbes Media, LLC; Investor's Business Daily, Inc.; and Morningstar, Inc.",0.075173,Neutral,0.249873,Neutral,0,focused,AI
MSFT,"Stock Market Today: Dow Jones, S&P 500 Mixed; GameStop  ( GME )  To Launch NFT Marketplace",https://stockmarket.com/featured/stock-market-today-dow-jones-s-gamestop-gme-to-launch-nft-marketplace-2022-03-18,20220318T141252,StockMarket.com,"Markets open lower at the end of a week marked by hiking interest rates and no end to the war in Ukraine.
The post Stock Market Today: Dow Jones, S&P 500 Mixed; GameStop  ( GME )  To Launch NFT Marketplace appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.co",0.009815,Neutral,0.082963,Neutral,0,focused,AI
MSFT,"This Telecommunications Company Has A Better 1-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",https://www.benzinga.com/markets/cryptocurrency/22/03/26199342/this-telecommunications-company-has-a-better-1-year-return-than-tesla-ford-microsoft-apple,20220318T141206,Benzinga,"Nokia Oyj  ( NYSE: NOK )  provides mobile, fixed and cloud network solutions worldwide, and over the past year has given impressive returns to investors.
Since March 2021, Nokia stock's one-year return has outperformed several of the world's most popular tech and consumer discretionary stocks: Tesla",0.086954,Neutral,0.301686,Neutral,0,broad,
MSFT,"Zacks Investment Ideas feature highlights: Nike, and Adobe",https://www.zacks.com/stock/news/1884053/zacks-investment-ideas-feature-highlights-nike-and-adobe,20220318T140400,Zacks Commentary,"Nike, and Adobe are part of today's Investment Ideas blog.",0.063737,Neutral,0.029676,Bullish,0,broad,
